latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
48.86,2.3399997,50.0,0,GMT,GMT

time,temperature_2m (°C),wind_speed_10m (km/h),relative_humidity_2m (%),precipitation (mm),cloud_cover (%),weather_code (wmo code),surface_pressure (hPa),apparent_temperature (°C),precipitation_probability (%)
2024-01-01T00:00,7.6,15.8,79,0.10,65,80,1001.5,3.9,NaN
2024-01-01T01:00,7.4,15.3,77,0.00,81,3,1001.1,3.7,NaN
2024-01-01T02:00,7.3,15.0,78,0.00,98,61,1002.3,3.7,NaN
2024-01-01T03:00,7.1,16.8,77,0.00,89,2,1002.3,3.1,NaN
2024-01-01T04:00,7.1,15.8,77,0.00,78,2,1002.5,3.3,NaN
2024-01-01T05:00,7.0,16.5,78,0.00,82,3,1002.6,3.0,NaN
2024-01-01T06:00,6.6,15.1,78,0.00,97,2,1003.5,2.8,NaN
2024-01-01T07:00,6.1,13.9,81,0.00,98,3,1003.5,2.5,NaN
2024-01-01T08:00,6.0,14.1,85,0.00,100,3,1004.5,2.4,NaN
2024-01-01T09:00,6.5,12.5,83,0.00,100,3,1005.5,3.2,NaN
2024-01-01T10:00,7.2,12.3,81,0.00,100,3,1006.0,4.0,NaN
2024-01-01T11:00,7.9,13.8,79,0.00,100,3,1005.7,4.5,NaN
2024-01-01T12:00,9.6,13.5,71,0.00,69,3,1005.5,6.4,NaN
2024-01-01T13:00,9.9,14.0,70,0.00,95,3,1004.7,6.5,NaN
2024-01-01T14:00,10.3,15.3,66,0.00,100,3,1004.6,6.7,NaN
2024-01-01T15:00,10.2,12.4,74,0.00,100,3,1004.0,7.3,NaN
2024-01-01T16:00,9.7,12.2,76,0.00,100,3,1004.0,6.8,NaN
2024-01-01T17:00,9.2,11.3,78,0.00,100,3,1004.2,6.5,NaN
2024-01-01T18:00,9.2,14.6,81,0.00,100,3,1003.4,6.1,NaN
2024-01-01T19:00,9.2,15.8,83,0.00,100,3,1002.9,6.0,NaN
2024-01-01T20:00,9.1,17.1,85,0.30,100,61,1001.5,5.8,NaN
2024-01-01T21:00,9.1,18.0,89,1.20,100,61,1000.5,5.8,NaN
2024-01-01T22:00,9.5,19.1,88,1.50,100,61,999.0,6.1,NaN
2024-01-01T23:00,10.1,20.3,87,1.40,100,61,998.5,6.7,NaN
2024-01-02T00:00,10.4,19.5,87,1.60,100,61,997.3,7.1,NaN
2024-01-02T01:00,10.9,20.8,85,1.90,100,61,996.1,7.4,NaN
2024-01-02T02:00,11.2,22.4,85,1.00,100,61,995.3,7.6,NaN
2024-01-02T03:00,11.4,21.3,86,1.20,100,61,995.1,8.1,NaN
2024-01-02T04:00,11.5,25.3,82,1.00,100,61,994.2,7.4,NaN
2024-01-02T05:00,11.2,23.5,83,0.20,100,61,994.1,7.4,NaN
2024-01-02T06:00,10.7,22.7,85,0.40,100,61,994.0,7.0,NaN
2024-01-02T07:00,10.4,20.0,86,0.20,100,61,993.3,7.0,NaN
2024-01-02T08:00,10.6,20.6,87,0.40,100,61,993.0,7.2,NaN
2024-01-02T09:00,10.5,22.7,87,0.40,100,61,993.0,6.8,NaN
2024-01-02T10:00,10.9,22.9,87,0.90,100,61,992.5,7.2,NaN
2024-01-02T11:00,11.0,22.1,87,1.70,100,61,991.7,7.5,NaN
2024-01-02T12:00,11.1,24.7,87,0.90,100,61,990.3,7.2,NaN
2024-01-02T13:00,11.4,26.4,82,0.10,100,61,989.2,7.2,NaN
2024-01-02T14:00,11.5,25.9,80,0.00,100,3,988.6,7.2,NaN
2024-01-02T15:00,11.5,32.5,82,0.00,100,80,988.3,6.3,NaN
2024-01-02T16:00,11.7,25.3,82,0.10,91,80,988.1,7.7,NaN
2024-01-02T17:00,12.0,20.5,83,0.00,61,2,988.8,8.8,NaN
2024-01-02T18:00,11.9,19.1,84,0.00,87,80,989.5,9.0,NaN
2024-01-02T19:00,11.8,19.7,84,0.20,100,80,989.6,8.7,NaN
2024-01-02T20:00,11.9,18.4,78,0.10,77,80,990.8,8.7,NaN
2024-01-02T21:00,11.6,16.8,78,0.00,96,80,991.6,8.6,NaN
2024-01-02T22:00,11.2,17.8,78,0.00,33,80,991.7,7.9,NaN
2024-01-02T23:00,10.9,18.3,79,0.00,50,2,992.2,7.6,NaN
2024-01-03T00:00,11.2,18.7,78,0.00,64,2,992.3,7.8,NaN
2024-01-03T01:00,11.0,17.9,78,0.00,63,2,992.7,7.7,NaN
2024-01-03T02:00,11.0,17.8,79,0.00,73,2,993.2,7.7,NaN
2024-01-03T03:00,11.2,17.6,81,0.00,72,2,992.2,8.2,NaN
2024-01-03T04:00,11.2,18.3,84,0.20,84,80,992.0,8.1,NaN
2024-01-03T05:00,11.3,18.1,82,0.00,89,2,992.7,8.2,NaN
2024-01-03T06:00,11.3,18.2,81,0.00,60,2,992.6,8.1,NaN
2024-01-03T07:00,11.0,17.8,81,0.00,80,2,993.2,7.8,NaN
2024-01-03T08:00,11.0,18.7,79,0.00,61,2,993.7,7.6,NaN
2024-01-03T09:00,11.2,17.3,81,0.00,69,2,993.6,8.1,NaN
2024-01-03T10:00,11.5,17.4,78,0.00,88,3,993.8,8.4,NaN
2024-01-03T11:00,12.0,20.5,75,0.00,77,3,993.7,8.4,NaN
2024-01-03T12:00,12.5,21.9,74,0.00,62,80,992.5,8.7,NaN
2024-01-03T13:00,11.6,17.6,78,2.50,100,61,992.3,8.5,NaN
2024-01-03T14:00,11.8,20.8,70,0.00,97,80,992.2,7.9,NaN
2024-01-03T15:00,11.1,21.6,75,0.00,100,2,992.3,7.1,NaN
2024-01-03T16:00,10.5,17.4,79,0.00,92,80,992.5,7.2,NaN
2024-01-03T17:00,10.6,18.2,76,0.00,77,3,993.2,7.0,NaN
2024-01-03T18:00,10.3,19.3,78,0.00,100,3,993.9,6.7,NaN
2024-01-03T19:00,10.0,16.7,81,0.70,100,80,994.9,6.8,NaN
2024-01-03T20:00,9.9,16.4,79,0.30,90,80,995.6,6.6,NaN
2024-01-03T21:00,9.7,16.3,81,0.10,75,61,996.6,6.5,NaN
2024-01-03T22:00,9.8,17.2,79,0.00,97,3,997.2,6.3,NaN
2024-01-03T23:00,9.7,19.1,77,0.00,97,3,997.7,5.9,NaN
2024-01-04T00:00,9.7,18.9,76,0.00,82,3,998.7,5.8,NaN
2024-01-04T01:00,9.4,17.5,76,0.00,68,2,999.3,5.7,NaN
2024-01-04T02:00,9.1,16.6,77,0.00,60,2,1000.4,5.5,NaN
2024-01-04T03:00,9.1,16.3,77,0.10,100,80,1000.1,5.5,NaN
2024-01-04T04:00,8.9,14.3,78,0.00,100,3,1001.1,5.6,NaN
2024-01-04T05:00,8.5,12.0,81,0.00,77,3,1001.9,5.6,NaN
2024-01-04T06:00,8.1,11.0,83,0.00,100,3,1002.4,5.3,NaN
2024-01-04T07:00,8.1,12.5,83,0.00,100,3,1002.2,5.1,NaN
2024-01-04T08:00,7.9,10.7,83,0.00,88,3,1003.4,5.1,NaN
2024-01-04T09:00,7.7,10.6,87,0.00,93,2,1003.1,5.1,NaN
2024-01-04T10:00,8.4,11.9,87,0.00,93,3,1003.2,5.7,NaN
2024-01-04T11:00,9.6,15.0,80,0.00,96,3,1002.5,6.5,NaN
2024-01-04T12:00,10.3,10.8,79,0.00,100,3,1001.8,7.9,NaN
2024-01-04T13:00,10.2,16.1,80,0.00,100,3,1000.6,7.1,NaN
2024-01-04T14:00,10.4,11.9,81,0.00,100,3,999.7,8.0,NaN
2024-01-04T15:00,10.8,13.5,83,0.00,100,3,999.2,8.4,NaN
2024-01-04T16:00,10.6,16.4,84,0.00,100,3,997.7,7.7,NaN
2024-01-04T17:00,10.4,19.1,84,0.00,100,3,997.2,7.0,NaN
2024-01-04T18:00,10.8,20.2,84,0.10,100,61,997.2,7.4,NaN
2024-01-04T19:00,10.7,20.4,82,0.10,100,61,996.5,7.2,NaN
2024-01-04T20:00,10.6,17.9,81,0.00,100,3,996.2,7.4,NaN
2024-01-04T21:00,10.8,17.5,79,0.00,60,3,996.2,7.6,NaN
2024-01-04T22:00,10.4,15.0,79,0.00,66,2,995.1,7.4,NaN
2024-01-04T23:00,9.9,13.9,83,0.00,66,2,994.9,7.2,NaN
2024-01-05T00:00,10.0,13.4,79,0.00,100,3,995.4,7.2,NaN
2024-01-05T01:00,9.7,14.6,76,0.00,100,3,995.5,6.5,NaN
2024-01-05T02:00,9.1,13.0,71,0.00,100,3,995.9,5.8,NaN
2024-01-05T03:00,8.8,15.1,69,0.00,100,3,996.1,5.0,NaN
2024-01-05T04:00,8.3,11.6,71,0.00,78,3,995.3,5.0,NaN
2024-01-05T05:00,7.7,11.7,76,0.00,59,2,996.2,4.5,NaN
2024-01-05T06:00,7.2,11.7,80,0.00,88,2,996.3,4.1,NaN
2024-01-05T07:00,7.0,12.0,82,0.00,87,3,996.6,3.8,NaN
2024-01-05T08:00,6.7,13.3,84,0.00,85,3,997.4,3.4,NaN
2024-01-05T09:00,6.6,12.1,83,0.00,18,1,997.6,3.4,NaN
2024-01-05T10:00,7.3,12.7,77,0.00,100,3,998.3,4.0,NaN
2024-01-05T11:00,8.1,14.6,73,0.00,100,3,998.4,4.4,NaN
2024-01-05T12:00,9.1,13.0,67,0.00,84,3,997.8,5.6,NaN
2024-01-05T13:00,9.2,11.7,66,0.00,73,2,997.3,5.9,NaN
2024-01-05T14:00,9.3,11.5,64,0.00,100,3,998.4,5.9,NaN
2024-01-05T15:00,9.4,11.2,69,0.00,93,2,998.8,6.3,NaN
2024-01-05T16:00,8.6,8.7,69,0.00,93,3,998.9,5.7,NaN
2024-01-05T17:00,8.2,7.6,79,0.00,100,3,999.6,5.8,NaN
2024-01-05T18:00,7.2,6.5,82,0.00,42,3,1000.4,4.9,NaN
2024-01-05T19:00,6.6,6.6,85,0.00,6,1,1000.8,4.2,NaN
2024-01-05T20:00,5.8,5.8,87,0.00,0,0,1001.3,3.5,NaN
2024-01-05T21:00,5.4,5.2,91,0.00,5,0,1001.4,3.2,NaN
2024-01-05T22:00,5.0,5.4,91,0.00,0,0,1001.5,2.7,NaN
2024-01-05T23:00,4.6,5.2,92,0.00,58,2,1001.9,2.3,NaN
2024-01-06T00:00,5.0,6.0,92,0.00,81,2,1002.6,2.7,NaN
2024-01-06T01:00,5.1,5.2,91,0.00,100,3,1002.7,2.8,NaN
2024-01-06T02:00,5.1,5.2,91,0.00,94,3,1003.6,2.9,NaN
2024-01-06T03:00,4.6,6.0,91,0.00,99,3,1004.2,2.2,NaN
2024-01-06T04:00,4.7,5.9,91,0.00,98,3,1003.9,2.3,NaN
2024-01-06T05:00,4.7,6.2,92,0.00,92,3,1004.1,2.2,NaN
2024-01-06T06:00,4.6,6.6,95,0.00,100,3,1004.4,2.2,NaN
2024-01-06T07:00,4.3,7.2,94,0.00,100,3,1005.5,1.7,NaN
2024-01-06T08:00,4.1,5.9,93,0.00,100,3,1006.3,1.7,NaN
2024-01-06T09:00,4.9,7.3,88,0.00,100,3,1006.8,2.3,NaN
2024-01-06T10:00,5.5,7.8,83,0.00,100,3,1007.7,2.7,NaN
2024-01-06T11:00,6.0,10.3,81,0.00,100,3,1007.7,2.9,NaN
2024-01-06T12:00,6.8,14.4,73,0.00,83,3,1007.3,3.0,NaN
2024-01-06T13:00,7.4,13.8,69,0.00,100,3,1007.0,3.6,NaN
2024-01-06T14:00,7.5,14.4,66,0.00,90,3,1007.7,3.6,NaN
2024-01-06T15:00,7.2,12.2,71,0.00,98,3,1008.2,3.7,NaN
2024-01-06T16:00,6.8,14.2,76,0.00,100,61,1008.7,3.1,NaN
2024-01-06T17:00,6.2,14.3,79,0.00,99,61,1009.5,2.4,NaN
2024-01-06T18:00,5.9,13.7,79,0.00,99,61,1009.9,2.2,NaN
2024-01-06T19:00,5.5,12.6,81,0.10,100,61,1010.1,2.0,NaN
2024-01-06T20:00,5.3,10.6,83,0.30,100,61,1010.6,2.1,NaN
2024-01-06T21:00,5.4,10.5,84,0.10,97,80,1011.0,2.3,NaN
2024-01-06T22:00,5.2,12.0,81,0.00,97,3,1010.8,1.7,NaN
2024-01-06T23:00,4.8,10.5,82,0.00,100,3,1011.1,1.5,NaN
2024-01-07T00:00,4.7,10.4,84,0.00,76,3,1011.6,1.5,NaN
2024-01-07T01:00,4.2,9.8,84,0.00,56,2,1011.9,0.9,NaN
2024-01-07T02:00,3.6,9.9,85,0.00,0,1,1012.5,0.3,NaN
2024-01-07T03:00,3.6,10.2,85,0.00,57,1,1013.0,0.2,NaN
2024-01-07T04:00,3.4,9.1,85,0.00,93,3,1012.5,0.1,NaN
2024-01-07T05:00,3.4,9.7,84,0.00,99,3,1012.9,-0.0,NaN
2024-01-07T06:00,3.6,10.7,83,0.00,96,3,1012.6,0.1,NaN
2024-01-07T07:00,3.7,11.6,84,0.00,89,3,1012.7,0.1,NaN
2024-01-07T08:00,3.5,11.5,82,0.00,91,3,1013.5,-0.2,NaN
2024-01-07T09:00,3.6,13.0,77,0.00,100,3,1014.1,-0.5,NaN
2024-01-07T10:00,3.5,14.1,77,0.00,100,3,1014.9,-0.7,NaN
2024-01-07T11:00,3.5,13.3,76,0.00,100,3,1014.9,-0.6,NaN
2024-01-07T12:00,3.7,12.2,76,0.00,100,3,1015.0,-0.2,NaN
2024-01-07T13:00,3.3,14.2,75,0.00,94,61,1015.2,-1.0,NaN
2024-01-07T14:00,3.4,13.1,75,0.00,100,3,1015.7,-0.7,NaN
2024-01-07T15:00,3.4,13.1,79,0.00,100,3,1016.2,-0.7,NaN
2024-01-07T16:00,3.2,13.1,78,0.00,100,3,1016.6,-0.9,NaN
2024-01-07T17:00,3.0,10.9,81,0.00,100,3,1017.0,-0.7,NaN
2024-01-07T18:00,2.5,14.5,80,0.00,100,61,1017.3,-1.8,NaN
2024-01-07T19:00,2.1,12.6,78,0.00,100,3,1017.6,-2.0,NaN
2024-01-07T20:00,1.8,14.0,81,0.00,100,3,1018.5,-2.5,NaN
2024-01-07T21:00,2.0,12.0,82,0.00,100,3,1018.5,-2.0,NaN
2024-01-07T22:00,1.7,14.6,79,0.00,100,3,1018.6,-2.8,NaN
2024-01-07T23:00,0.9,15.3,72,0.00,100,3,1019.0,-4.0,NaN
2024-01-08T00:00,0.1,15.5,73,0.00,100,3,1019.7,-4.9,NaN
2024-01-08T01:00,-0.8,14.2,68,0.00,96,3,1020.4,-5.8,NaN
2024-01-08T02:00,-1.0,14.2,69,0.00,99,3,1020.8,-5.9,NaN
2024-01-08T03:00,-0.6,14.1,70,0.00,100,3,1020.3,-5.5,NaN
2024-01-08T04:00,-0.8,14.5,69,0.00,100,3,1020.6,-5.8,NaN
2024-01-08T05:00,-1.0,15.0,68,0.00,100,3,1021.0,-6.1,NaN
2024-01-08T06:00,-1.0,14.5,66,0.00,100,3,1020.9,-6.1,NaN
2024-01-08T07:00,-1.2,13.4,65,0.00,100,3,1020.9,-6.2,NaN
2024-01-08T08:00,-1.2,13.2,66,0.00,100,3,1020.9,-6.1,NaN
2024-01-08T09:00,-1.2,12.6,71,0.00,100,3,1020.7,-5.9,NaN
2024-01-08T10:00,-1.0,13.4,68,0.00,100,3,1021.0,-5.8,NaN
2024-01-08T11:00,-0.7,13.9,64,0.00,100,3,1020.8,-5.7,NaN
2024-01-08T12:00,-0.8,12.6,71,0.00,100,3,1020.9,-5.4,NaN
2024-01-08T13:00,-0.6,12.9,72,0.00,100,3,1020.7,-5.3,NaN
2024-01-08T14:00,-0.7,13.1,67,0.00,100,3,1020.4,-5.5,NaN
2024-01-08T15:00,-0.5,11.3,66,0.00,100,3,1020.5,-5.0,NaN
2024-01-08T16:00,-0.5,9.5,67,0.00,100,3,1020.5,-4.8,NaN
2024-01-08T17:00,-0.6,11.1,70,0.00,100,3,1020.9,-5.1,NaN
2024-01-08T18:00,-0.7,10.8,71,0.00,99,3,1020.7,-5.1,NaN
2024-01-08T19:00,-0.7,10.4,69,0.00,100,3,1020.7,-5.0,NaN
2024-01-08T20:00,-1.3,9.3,84,0.10,100,71,1021.5,-5.3,NaN
2024-01-08T21:00,-1.3,8.2,88,0.60,100,71,1021.1,-5.0,NaN
2024-01-08T22:00,-1.3,7.6,90,0.60,100,71,1020.8,-4.9,NaN
2024-01-08T23:00,-1.5,7.8,87,0.70,100,71,1020.7,-5.2,NaN
2024-01-09T00:00,-1.6,8.0,85,0.40,100,71,1020.2,-5.4,NaN
2024-01-09T01:00,-1.1,7.5,76,0.10,100,71,1020.0,-5.0,NaN
2024-01-09T02:00,-0.9,8.9,71,0.00,100,3,1020.5,-5.0,NaN
2024-01-09T03:00,-1.4,9.7,72,0.00,100,3,1019.8,-5.7,NaN
2024-01-09T04:00,-1.4,9.3,73,0.00,100,3,1019.8,-5.6,NaN
2024-01-09T05:00,-1.5,9.5,69,0.00,100,3,1019.7,-5.8,NaN
2024-01-09T06:00,-1.5,9.7,69,0.00,99,3,1020.1,-5.9,NaN
2024-01-09T07:00,-1.8,8.9,72,0.00,100,3,1019.6,-6.0,NaN
2024-01-09T08:00,-2.0,10.0,72,0.00,100,3,1020.0,-6.4,NaN
2024-01-09T09:00,-2.1,10.0,69,0.00,98,3,1020.4,-6.5,NaN
2024-01-09T10:00,-2.1,9.7,67,0.00,65,2,1020.4,-6.5,NaN
2024-01-09T11:00,-1.9,9.6,65,0.00,100,3,1019.9,-6.3,NaN
2024-01-09T12:00,-1.8,8.6,66,0.00,100,3,1018.9,-6.0,NaN
2024-01-09T13:00,-1.6,8.8,63,0.00,100,3,1018.7,-5.9,NaN
2024-01-09T14:00,-1.4,9.0,61,0.00,98,3,1018.8,-5.8,NaN
2024-01-09T15:00,-1.5,9.2,61,0.00,97,3,1018.8,-5.9,NaN
2024-01-09T16:00,-1.5,8.6,63,0.00,92,3,1019.4,-5.8,NaN
2024-01-09T17:00,-1.9,7.9,71,0.00,100,3,1019.8,-6.0,NaN
2024-01-09T18:00,-2.2,6.6,79,0.20,100,71,1020.2,-6.0,NaN
2024-01-09T19:00,-2.0,7.6,78,0.00,100,3,1019.8,-6.0,NaN
2024-01-09T20:00,-1.8,7.9,79,0.00,100,3,1020.3,-5.8,NaN
2024-01-09T21:00,-1.9,7.6,77,0.00,99,3,1020.1,-5.8,NaN
2024-01-09T22:00,-2.0,7.6,77,0.00,100,3,1019.9,-5.9,NaN
2024-01-09T23:00,-2.0,6.5,78,0.00,94,3,1019.8,-5.7,NaN
2024-01-10T00:00,-2.0,5.6,78,0.00,100,3,1020.3,-5.7,NaN
2024-01-10T01:00,-2.0,5.5,78,0.00,100,3,1020.0,-5.6,NaN
2024-01-10T02:00,-2.0,5.6,80,0.00,100,3,1020.7,-5.6,NaN
2024-01-10T03:00,-1.9,7.9,81,0.00,100,3,1019.8,-5.8,NaN
2024-01-10T04:00,-1.9,7.2,80,0.00,100,3,1019.2,-5.8,NaN
2024-01-10T05:00,-1.9,5.8,80,0.00,100,3,1019.3,-5.5,NaN
2024-01-10T06:00,-1.7,6.0,78,0.00,100,3,1019.0,-5.3,NaN
2024-01-10T07:00,-1.7,5.5,77,0.00,100,3,1018.7,-5.3,NaN
2024-01-10T08:00,-1.7,5.4,75,0.00,100,3,1018.9,-5.3,NaN
2024-01-10T09:00,-1.4,6.5,69,0.00,100,3,1019.1,-5.3,NaN
2024-01-10T10:00,-1.4,7.1,70,0.00,100,3,1019.3,-5.3,NaN
2024-01-10T11:00,-1.1,5.8,67,0.00,100,3,1019.5,-4.9,NaN
2024-01-10T12:00,0.1,6.3,59,0.00,100,3,1019.1,-3.8,NaN
2024-01-10T13:00,0.4,5.7,57,0.00,100,3,1018.4,-3.5,NaN
2024-01-10T14:00,0.7,7.1,58,0.00,73,2,1018.4,-3.3,NaN
2024-01-10T15:00,0.8,6.9,61,0.00,100,3,1018.5,-3.1,NaN
2024-01-10T16:00,0.6,7.4,63,0.00,100,3,1018.5,-3.3,NaN
2024-01-10T17:00,0.3,6.1,66,0.00,100,3,1019.0,-3.4,NaN
2024-01-10T18:00,-0.3,5.6,69,0.00,100,3,1019.9,-4.0,NaN
2024-01-10T19:00,-0.5,4.6,71,0.00,100,3,1020.2,-3.9,NaN
2024-01-10T20:00,-0.8,4.8,74,0.00,100,3,1021.2,-4.2,NaN
2024-01-10T21:00,-1.2,6.8,70,0.00,100,3,1021.2,-5.1,NaN
2024-01-10T22:00,-1.4,5.9,71,0.00,99,3,1021.2,-5.2,NaN
2024-01-10T23:00,-1.2,6.7,74,0.00,100,3,1021.3,-5.0,NaN
2024-01-11T00:00,-1.1,7.1,73,0.00,100,3,1022.0,-4.9,NaN
2024-01-11T01:00,-0.9,6.6,72,0.00,100,3,1021.7,-4.7,NaN
2024-01-11T02:00,-0.8,5.2,73,0.00,59,2,1022.3,-4.4,NaN
2024-01-11T03:00,-1.6,5.8,75,0.00,83,3,1022.7,-5.3,NaN
2024-01-11T04:00,-1.8,6.3,75,0.00,0,0,1023.1,-5.6,NaN
2024-01-11T05:00,-2.1,5.8,75,0.00,0,0,1023.4,-5.8,NaN
2024-01-11T06:00,-2.4,5.1,79,0.00,0,0,1022.7,-6.0,NaN
2024-01-11T07:00,-2.4,5.8,81,0.00,0,0,1023.3,-6.0,NaN
2024-01-11T08:00,-2.4,6.5,84,0.00,0,0,1024.7,-6.1,NaN
2024-01-11T09:00,-2.0,8.3,80,0.00,0,0,1025.3,-6.0,NaN
2024-01-11T10:00,-1.5,10.9,71,0.00,0,0,1025.4,-6.0,NaN
2024-01-11T11:00,-0.7,11.6,64,0.00,0,0,1025.4,-5.3,NaN
2024-01-11T12:00,0.9,11.1,60,0.00,0,0,1025.2,-3.6,NaN
2024-01-11T13:00,1.6,10.5,60,0.00,0,0,1024.3,-2.8,NaN
2024-01-11T14:00,2.1,11.4,59,0.00,0,0,1024.5,-2.4,NaN
2024-01-11T15:00,2.4,11.4,58,0.00,0,0,1025.3,-2.0,NaN
2024-01-11T16:00,1.4,10.9,60,0.00,0,0,1025.4,-3.0,NaN
2024-01-11T17:00,0.5,10.9,61,0.00,0,0,1026.0,-4.0,NaN
2024-01-11T18:00,-0.0,10.5,64,0.00,0,0,1026.8,-4.5,NaN
2024-01-11T19:00,-0.4,10.2,65,0.00,0,0,1027.2,-4.8,NaN
2024-01-11T20:00,-0.8,10.7,65,0.00,1,0,1027.5,-5.3,NaN
2024-01-11T21:00,-0.7,8.0,67,0.00,0,0,1027.7,-4.8,NaN
2024-01-11T22:00,-0.9,8.6,66,0.00,0,0,1027.3,-5.1,NaN
2024-01-11T23:00,-1.0,8.6,64,0.00,0,0,1027.1,-5.3,NaN
2024-01-12T00:00,-0.6,8.2,84,0.00,47,0,1027.8,-4.3,NaN
2024-01-12T01:00,-0.2,7.6,91,0.00,80,2,1027.3,-3.7,NaN
2024-01-12T02:00,-0.0,6.5,91,0.00,52,2,1027.2,-3.3,NaN
2024-01-12T03:00,0.9,7.6,94,0.00,92,2,1027.0,-2.4,NaN
2024-01-12T04:00,1.1,6.9,94,0.00,100,3,1027.2,-2.0,NaN
2024-01-12T05:00,1.3,8.1,93,0.00,100,3,1027.6,-1.9,NaN
2024-01-12T06:00,2.2,8.3,87,0.00,94,3,1026.4,-1.1,NaN
2024-01-12T07:00,2.1,5.9,89,0.00,100,3,1026.1,-0.8,NaN
2024-01-12T08:00,2.0,6.9,88,0.00,100,3,1026.5,-1.1,NaN
2024-01-12T09:00,2.6,9.0,83,0.00,100,3,1027.0,-0.8,NaN
2024-01-12T10:00,2.6,9.7,80,0.00,100,3,1027.1,-1.0,NaN
2024-01-12T11:00,2.8,10.5,77,0.00,100,3,1027.1,-1.0,NaN
2024-01-12T12:00,2.9,9.2,76,0.00,100,3,1027.1,-0.7,NaN
2024-01-12T13:00,2.8,8.5,76,0.00,100,3,1026.1,-0.7,NaN
2024-01-12T14:00,2.8,8.6,76,0.00,100,3,1026.2,-0.8,NaN
2024-01-12T15:00,2.3,8.9,81,0.00,100,3,1025.9,-1.2,NaN
2024-01-12T16:00,1.8,8.9,84,0.00,100,3,1026.1,-1.7,NaN
2024-01-12T17:00,1.7,7.1,83,0.00,100,3,1026.3,-1.6,NaN
2024-01-12T18:00,1.2,6.6,87,0.00,100,3,1025.6,-2.0,NaN
2024-01-12T19:00,1.2,6.0,86,0.00,100,3,1026.2,-1.9,NaN
2024-01-12T20:00,0.8,7.1,89,0.00,100,3,1026.1,-2.5,NaN
2024-01-12T21:00,0.5,7.3,88,0.00,100,3,1026.1,-2.8,NaN
2024-01-12T22:00,0.3,6.2,88,0.00,100,3,1025.8,-2.9,NaN
2024-01-12T23:00,0.2,4.4,88,0.00,100,3,1025.2,-2.8,NaN
2024-01-13T00:00,0.1,4.9,89,0.00,100,3,1024.7,-2.9,NaN
2024-01-13T01:00,0.0,5.2,88,0.00,100,3,1024.6,-3.1,NaN
2024-01-13T02:00,-0.1,4.2,88,0.00,100,3,1024.4,-3.1,NaN
2024-01-13T03:00,-0.2,1.9,89,0.00,100,3,1023.8,-2.9,NaN
2024-01-13T04:00,-0.3,1.8,89,0.00,100,3,1023.1,-3.0,NaN
2024-01-13T05:00,-0.4,2.4,88,0.00,100,3,1022.5,-3.2,NaN
2024-01-13T06:00,-0.5,3.3,88,0.00,100,3,1022.3,-3.5,NaN
2024-01-13T07:00,-0.7,3.0,88,0.00,100,3,1022.2,-3.6,NaN
2024-01-13T08:00,-0.8,3.6,89,0.00,100,3,1021.8,-3.8,NaN
2024-01-13T09:00,-1.0,2.9,91,0.00,100,3,1021.7,-3.8,NaN
2024-01-13T10:00,-1.0,2.9,92,0.00,100,77,1022.0,-3.8,NaN
2024-01-13T11:00,-0.7,5.4,89,0.00,100,3,1021.3,-3.9,NaN
2024-01-13T12:00,-0.5,3.2,87,0.00,100,3,1020.6,-3.5,NaN
2024-01-13T13:00,-0.1,3.3,84,0.00,100,3,1019.5,-3.1,NaN
2024-01-13T14:00,0.1,1.8,82,0.00,100,3,1019.0,-2.7,NaN
2024-01-13T15:00,0.2,2.3,81,0.00,94,3,1018.7,-2.6,NaN
2024-01-13T16:00,0.0,1.9,82,0.00,100,3,1018.1,-2.8,NaN
2024-01-13T17:00,-0.2,2.6,84,0.00,100,3,1017.6,-3.1,NaN
2024-01-13T18:00,-0.5,3.1,85,0.00,89,3,1017.1,-3.4,NaN
2024-01-13T19:00,-0.7,2.5,86,0.00,97,3,1016.8,-3.6,NaN
2024-01-13T20:00,-1.0,2.2,87,0.00,100,3,1016.6,-3.8,NaN
2024-01-13T21:00,-1.2,2.5,89,0.00,100,3,1016.3,-4.1,NaN
2024-01-13T22:00,-1.3,2.5,88,0.00,100,3,1015.9,-4.3,NaN
2024-01-13T23:00,-1.5,1.8,89,0.00,100,3,1015.6,-4.3,NaN
2024-01-14T00:00,-1.5,1.8,88,0.00,100,3,1014.7,-4.3,NaN
2024-01-14T01:00,-1.6,2.6,88,0.00,100,3,1014.1,-4.5,NaN
2024-01-14T02:00,-1.8,2.5,89,0.00,100,3,1013.6,-4.7,NaN
2024-01-14T03:00,-1.8,1.0,89,0.00,100,3,1013.2,-4.6,NaN
2024-01-14T04:00,-1.9,0.4,88,0.00,100,3,1012.6,-4.5,NaN
2024-01-14T05:00,-2.0,1.1,89,0.00,100,3,1012.3,-4.8,NaN
2024-01-14T06:00,-2.1,3.5,90,0.00,100,3,1011.9,-5.3,NaN
2024-01-14T07:00,-2.0,6.5,89,0.00,100,3,1011.5,-5.5,NaN
2024-01-14T08:00,-2.0,5.1,90,0.00,100,3,1011.5,-5.3,NaN
2024-01-14T09:00,-1.8,5.4,88,0.00,100,3,1011.5,-5.2,NaN
2024-01-14T10:00,-1.6,6.5,88,0.00,100,3,1011.3,-5.1,NaN
2024-01-14T11:00,-1.1,6.1,87,0.00,99,3,1010.5,-4.6,NaN
