latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
48.86,2.3399997,50.0,0,GMT,GMT

time,temperature_2m (°C),wind_speed_10m (km/h),relative_humidity_2m (%),precipitation (mm),cloud_cover (%),weather_code (wmo code),surface_pressure (hPa),apparent_temperature (°C),precipitation_probability (%)
2024-10-10T13:00,16.0,13.3,74,0.00,83,80,998.5,14.5,NaN
2024-10-10T14:00,15.2,14.9,79,0.70,100,80,999.0,13.5,NaN
2024-10-10T15:00,14.3,4.1,80,0.20,92,80,1000.3,14.0,NaN
2024-10-10T16:00,14.3,12.0,82,0.40,73,80,1001.1,13.0,NaN
2024-10-10T17:00,13.7,9.2,81,0.00,88,80,1001.8,12.5,NaN
2024-10-10T18:00,12.9,10.9,89,0.20,89,80,1003.2,11.7,NaN
2024-10-10T19:00,12.2,7.1,89,0.00,88,3,1003.9,11.3,NaN
2024-10-10T20:00,11.9,8.2,92,0.00,100,80,1005.2,10.9,NaN
2024-10-10T21:00,11.6,7.1,91,0.00,91,80,1005.8,10.6,NaN
2024-10-10T22:00,11.2,6.0,88,0.00,96,3,1006.6,10.2,NaN
2024-10-10T23:00,10.7,5.0,90,0.00,98,3,1007.2,9.8,NaN
2024-10-11T00:00,10.4,3.3,94,0.00,88,2,1007.2,9.8,NaN
2024-10-11T01:00,10.0,4.1,96,0.00,89,3,1007.7,9.3,NaN
2024-10-11T02:00,9.7,4.0,95,0.00,92,3,1008.1,8.9,NaN
2024-10-11T03:00,9.0,3.3,96,0.00,92,45,1008.4,8.1,NaN
2024-10-11T04:00,8.6,2.5,96,0.00,87,45,1008.9,7.7,NaN
2024-10-11T05:00,8.3,2.4,96,0.00,65,45,1009.3,7.4,NaN
2024-10-11T06:00,7.6,3.6,97,0.00,39,2,1010.1,6.3,NaN
2024-10-11T07:00,7.6,1.1,95,0.00,0,0,1010.4,6.7,NaN
2024-10-11T08:00,9.0,1.3,89,0.00,0,0,1011.3,8.1,NaN
2024-10-11T09:00,11.0,6.2,78,0.00,46,1,1011.8,9.4,NaN
2024-10-11T10:00,11.8,7.1,74,0.00,51,2,1012.0,10.0,NaN
2024-10-11T11:00,12.6,6.0,69,0.00,55,2,1012.3,10.9,NaN
2024-10-11T12:00,14.1,6.6,53,0.00,13,2,1011.7,11.8,NaN
2024-10-11T13:00,14.5,2.2,49,0.00,64,2,1011.5,12.8,NaN
2024-10-11T14:00,14.6,7.8,48,0.00,84,2,1011.3,12.0,NaN
2024-10-11T15:00,14.3,6.6,49,0.00,29,2,1011.2,11.9,NaN
2024-10-11T16:00,13.7,8.7,52,0.00,0,0,1010.9,11.0,NaN
2024-10-11T17:00,12.7,6.8,57,0.00,0,0,1010.9,10.4,NaN
2024-10-11T18:00,11.1,6.1,69,0.00,0,0,1010.7,9.2,NaN
2024-10-11T19:00,10.3,5.4,71,0.00,2,0,1011.1,8.3,NaN
2024-10-11T20:00,9.5,4.3,75,0.00,0,0,1011.4,7.7,NaN
2024-10-11T21:00,8.8,5.4,79,0.00,49,2,1010.3,6.9,NaN
2024-10-11T22:00,8.4,5.5,81,0.00,10,1,1009.7,6.4,NaN
2024-10-11T23:00,8.0,6.8,81,0.00,84,3,1009.3,5.8,NaN
2024-10-12T00:00,8.3,6.9,83,0.00,100,3,1009.0,6.2,NaN
2024-10-12T01:00,8.4,7.3,86,0.00,100,3,1007.8,6.3,NaN
2024-10-12T02:00,8.3,5.2,88,0.00,100,3,1007.7,6.6,NaN
2024-10-12T03:00,8.5,6.5,88,0.00,100,3,1007.0,6.7,NaN
2024-10-12T04:00,8.8,8.7,87,0.00,100,3,1006.2,6.7,NaN
2024-10-12T05:00,9.0,8.9,86,0.00,100,3,1005.4,6.8,NaN
2024-10-12T06:00,9.0,5.0,88,0.00,100,3,1004.7,7.5,NaN
2024-10-12T07:00,9.3,8.5,86,0.00,100,61,1004.9,7.3,NaN
2024-10-12T08:00,9.7,8.4,85,0.10,100,61,1005.1,7.8,NaN
2024-10-12T09:00,11.0,9.1,83,0.00,100,3,1004.0,9.2,NaN
2024-10-12T10:00,12.7,8.8,78,0.00,96,3,1004.3,11.1,NaN
2024-10-12T11:00,13.0,8.9,80,0.30,100,61,1003.4,11.6,NaN
2024-10-12T12:00,12.6,8.2,84,0.70,100,80,1002.8,11.4,NaN
2024-10-12T13:00,13.9,8.2,80,0.00,100,3,1002.6,12.9,NaN
2024-10-12T14:00,14.9,12.6,76,0.00,100,3,1002.4,13.3,NaN
2024-10-12T15:00,15.0,5.6,82,0.00,100,3,1001.7,14.8,NaN
2024-10-12T16:00,15.4,1.9,83,0.00,93,3,1001.6,15.9,NaN
2024-10-12T17:00,15.5,3.9,86,0.00,96,3,1002.0,15.9,NaN
2024-10-12T18:00,14.4,2.3,89,0.00,100,3,1002.6,14.9,NaN
2024-10-12T19:00,14.7,5.4,91,0.00,100,3,1003.0,15.0,NaN
2024-10-12T20:00,14.7,6.1,90,0.00,100,3,1004.3,14.7,NaN
2024-10-12T21:00,14.0,7.0,90,0.00,100,3,1004.9,13.7,NaN
2024-10-12T22:00,13.4,7.2,88,0.00,100,3,1005.2,12.8,NaN
2024-10-12T23:00,13.1,9.7,86,0.00,100,3,1006.6,11.9,NaN
2024-10-13T00:00,13.1,9.0,90,0.00,100,3,1007.6,12.3,NaN
2024-10-13T01:00,13.1,8.3,88,0.00,100,3,1008.4,12.2,NaN
2024-10-13T02:00,12.6,10.0,85,0.00,100,3,1009.5,11.2,NaN
2024-10-13T03:00,11.9,6.4,86,0.00,100,3,1008.7,10.9,NaN
2024-10-13T04:00,11.3,6.8,85,0.00,100,3,1009.6,10.0,NaN
2024-10-13T05:00,10.7,5.9,86,0.00,99,3,1010.4,9.5,NaN
2024-10-13T06:00,9.8,4.7,89,0.00,69,3,1012.1,8.6,NaN
2024-10-13T07:00,9.6,3.7,89,0.00,100,3,1012.6,8.5,NaN
2024-10-13T08:00,10.7,2.3,85,0.00,100,3,1013.5,9.9,NaN
2024-10-13T09:00,12.2,6.7,80,0.00,72,3,1014.3,11.0,NaN
2024-10-13T10:00,13.5,5.6,66,0.00,66,2,1014.6,12.0,NaN
2024-10-13T11:00,14.3,4.7,59,0.00,97,3,1014.8,12.7,NaN
2024-10-13T12:00,15.1,2.3,55,0.00,100,3,1014.3,13.8,NaN
2024-10-13T13:00,15.4,2.8,54,0.00,100,3,1013.4,14.0,NaN
2024-10-13T14:00,15.6,4.7,56,0.00,100,3,1013.2,14.1,NaN
2024-10-13T15:00,15.1,4.6,54,0.00,100,3,1013.2,13.4,NaN
2024-10-13T16:00,14.7,6.6,60,0.00,100,3,1013.5,13.0,NaN
2024-10-13T17:00,13.7,6.3,65,0.00,100,3,1013.4,12.0,NaN
2024-10-13T18:00,12.3,5.4,73,0.00,100,3,1013.5,10.9,NaN
2024-10-13T19:00,11.8,6.2,75,0.00,100,3,1013.2,10.2,NaN
2024-10-13T20:00,11.1,4.7,78,0.00,100,3,1012.9,9.8,NaN
2024-10-13T21:00,11.3,5.3,78,0.00,100,3,1012.9,9.9,NaN
2024-10-13T22:00,11.0,6.0,81,0.00,100,3,1012.5,9.6,NaN
2024-10-13T23:00,11.2,7.0,82,0.00,100,3,1012.0,9.7,NaN
2024-10-14T00:00,11.5,5.8,79,0.00,100,3,1012.0,10.1,NaN
2024-10-14T01:00,11.4,4.8,81,0.00,100,3,1011.2,10.3,NaN
2024-10-14T02:00,11.3,6.0,84,0.00,100,3,1010.4,10.1,NaN
2024-10-14T03:00,11.3,4.3,82,0.00,100,3,1010.1,10.3,NaN
2024-10-14T04:00,11.3,6.1,83,0.00,99,3,1009.2,10.0,NaN
2024-10-14T05:00,11.3,7.7,86,0.00,91,3,1009.1,10.0,NaN
2024-10-14T06:00,10.9,6.0,88,0.00,79,2,1008.4,9.7,NaN
2024-10-14T07:00,10.9,6.6,90,0.00,47,2,1008.3,9.8,NaN
2024-10-14T08:00,12.0,6.0,87,0.00,66,2,1008.6,11.1,NaN
2024-10-14T09:00,13.9,7.2,84,0.00,64,3,1008.4,13.2,NaN
2024-10-14T10:00,15.9,6.1,82,0.00,80,2,1009.0,15.9,NaN
2024-10-14T11:00,18.9,13.6,75,0.00,93,3,1008.7,18.4,NaN
2024-10-14T12:00,19.2,14.4,77,0.00,59,2,1008.8,18.8,NaN
2024-10-14T13:00,18.3,13.7,80,0.00,100,3,1009.4,17.9,NaN
2024-10-14T14:00,17.8,9.9,83,0.00,94,3,1009.8,18.0,NaN
2024-10-14T15:00,17.4,7.9,84,0.00,91,3,1009.8,17.8,NaN
2024-10-14T16:00,17.4,3.9,82,0.00,100,3,1010.4,18.3,NaN
2024-10-14T17:00,17.0,5.1,83,0.00,79,3,1010.5,17.6,NaN
2024-10-14T18:00,16.4,5.1,83,0.00,27,3,1011.4,16.8,NaN
2024-10-14T19:00,15.7,3.3,84,0.00,94,3,1011.4,16.1,NaN
2024-10-14T20:00,15.2,2.3,87,0.00,100,3,1011.9,15.8,NaN
2024-10-14T21:00,14.7,3.9,90,0.00,100,3,1012.2,15.1,NaN
2024-10-14T22:00,14.0,2.8,93,0.00,100,3,1012.3,14.5,NaN
2024-10-14T23:00,13.6,3.8,94,0.00,100,3,1012.4,13.9,NaN
2024-10-15T00:00,13.2,3.6,98,0.00,100,3,1011.9,13.6,NaN
2024-10-15T01:00,12.7,3.0,99,0.00,100,45,1011.3,13.1,NaN
2024-10-15T02:00,12.6,3.3,99,0.00,100,45,1011.2,12.8,NaN
2024-10-15T03:00,12.5,3.1,100,0.00,100,3,1010.1,12.9,NaN
2024-10-15T04:00,12.3,4.0,99,0.00,100,3,1010.7,12.4,NaN
2024-10-15T05:00,12.1,4.7,99,0.00,100,3,1010.5,12.0,NaN
2024-10-15T06:00,12.0,4.7,96,0.00,100,3,1010.9,11.8,NaN
2024-10-15T07:00,12.2,4.0,96,0.00,100,3,1010.4,12.1,NaN
2024-10-15T08:00,13.0,5.7,91,0.00,100,3,1010.0,12.6,NaN
2024-10-15T09:00,14.7,8.0,87,0.00,100,3,1009.9,14.3,NaN
2024-10-15T10:00,16.1,13.1,84,0.00,100,3,1009.2,15.2,NaN
2024-10-15T11:00,16.9,12.0,83,0.00,100,3,1009.1,16.5,NaN
2024-10-15T12:00,18.3,10.0,82,0.00,100,3,1008.3,18.6,NaN
2024-10-15T13:00,17.9,10.5,84,0.00,100,3,1007.1,18.1,NaN
2024-10-15T14:00,18.8,11.0,81,0.00,100,3,1006.3,19.0,NaN
2024-10-15T15:00,18.8,9.4,79,0.00,100,3,1005.8,19.2,NaN
2024-10-15T16:00,18.5,8.3,82,0.00,100,3,1005.2,19.1,NaN
2024-10-15T17:00,18.3,10.5,88,0.10,100,61,1004.0,19.0,NaN
2024-10-15T18:00,18.0,13.2,90,0.00,100,3,1004.1,18.2,NaN
2024-10-15T19:00,17.7,11.4,88,0.00,100,61,1003.6,17.9,NaN
2024-10-15T20:00,17.3,10.0,91,0.00,100,80,1003.4,17.9,NaN
2024-10-15T21:00,17.3,9.3,91,0.00,100,3,1003.0,17.9,NaN
2024-10-15T22:00,16.9,9.1,91,0.00,100,3,1002.7,17.4,NaN
2024-10-15T23:00,16.3,9.6,91,0.00,100,3,1002.1,16.5,NaN
2024-10-16T00:00,15.9,7.9,93,0.00,100,3,1001.7,16.3,NaN
2024-10-16T01:00,15.5,8.4,95,0.00,88,3,1001.5,15.9,NaN
2024-10-16T02:00,15.4,9.2,95,0.00,100,3,1001.3,15.6,NaN
2024-10-16T03:00,15.5,8.0,93,0.00,100,3,1000.3,15.7,NaN
2024-10-16T04:00,16.0,8.7,91,0.00,100,3,1000.7,16.2,NaN
2024-10-16T05:00,16.5,8.7,88,0.00,100,3,1000.7,16.7,NaN
2024-10-16T06:00,16.0,9.9,89,0.00,69,0,1000.2,15.9,NaN
2024-10-16T07:00,16.0,9.2,89,0.00,49,2,1000.7,16.1,NaN
2024-10-16T08:00,17.2,9.7,84,0.00,5,1,1000.4,17.2,NaN
2024-10-16T09:00,19.9,10.9,75,0.00,75,3,1000.8,20.1,NaN
2024-10-16T10:00,21.7,12.2,69,0.00,0,0,1000.5,21.8,NaN
2024-10-16T11:00,23.2,15.6,63,0.00,13,1,999.9,22.9,NaN
2024-10-16T12:00,24.6,15.5,59,0.00,5,0,999.3,24.5,NaN
2024-10-16T13:00,25.2,14.0,55,0.00,64,1,998.1,25.1,NaN
2024-10-16T14:00,25.2,14.4,54,0.00,42,1,997.9,24.9,NaN
2024-10-16T15:00,24.7,11.8,55,0.00,36,2,998.1,24.7,NaN
2024-10-16T16:00,24.2,9.4,57,0.00,90,3,998.1,24.5,NaN
2024-10-16T17:00,23.0,6.8,65,0.00,100,3,998.1,24.1,NaN
2024-10-16T18:00,21.3,11.2,75,0.00,100,3,998.6,22.0,NaN
2024-10-16T19:00,20.6,11.2,76,0.10,100,61,999.0,21.1,NaN
2024-10-16T20:00,18.9,10.4,91,3.30,100,63,998.9,20.0,NaN
2024-10-16T21:00,19.1,11.6,88,0.70,100,61,999.2,19.9,NaN
2024-10-16T22:00,19.2,11.1,85,0.10,100,80,999.4,19.9,NaN
2024-10-16T23:00,18.8,12.4,87,0.00,88,3,999.9,19.3,NaN
2024-10-17T00:00,18.6,13.2,86,0.00,77,3,1001.7,18.8,NaN
2024-10-17T01:00,17.9,10.9,86,0.00,71,2,1001.7,18.2,NaN
2024-10-17T02:00,17.6,9.0,86,0.00,100,3,1002.5,18.0,NaN
2024-10-17T03:00,17.3,9.5,88,0.00,94,3,1002.9,17.7,NaN
2024-10-17T04:00,17.2,6.2,88,0.00,100,3,1003.5,18.0,NaN
2024-10-17T05:00,16.8,4.1,91,0.00,100,3,1003.8,18.0,NaN
2024-10-17T06:00,16.2,4.3,93,0.00,100,3,1004.2,17.3,NaN
2024-10-17T07:00,16.0,5.7,95,0.00,100,3,1004.9,16.9,NaN
2024-10-17T08:00,16.3,4.3,94,0.10,100,61,1005.4,17.4,NaN
2024-10-17T09:00,17.0,5.0,92,0.90,100,61,1006.7,18.2,NaN
2024-10-17T10:00,16.9,1.1,93,0.90,100,61,1005.6,18.7,NaN
2024-10-17T11:00,17.3,4.6,89,0.60,100,61,1005.5,18.4,NaN
2024-10-17T12:00,17.8,2.6,87,0.00,100,61,1005.3,19.3,NaN
2024-10-17T13:00,18.0,3.2,86,0.00,100,3,1005.0,19.5,NaN
2024-10-17T14:00,17.7,3.7,90,0.30,100,61,1005.2,19.3,NaN
2024-10-17T15:00,18.2,10.5,92,1.80,100,61,1005.3,19.1,NaN
2024-10-17T16:00,16.3,7.2,97,19.30,100,96,1005.0,17.2,NaN
2024-10-17T17:00,16.0,4.3,94,5.40,100,63,1005.4,17.1,NaN
2024-10-17T18:00,16.3,6.2,93,0.00,100,61,1006.2,17.1,NaN
2024-10-17T19:00,16.1,11.1,94,0.00,100,3,1006.7,16.2,NaN
2024-10-17T20:00,15.9,12.1,90,0.00,100,61,1007.0,15.5,NaN
2024-10-17T21:00,15.1,10.0,87,0.00,100,61,1007.7,14.5,NaN
2024-10-17T22:00,15.0,7.3,86,0.00,100,61,1008.0,14.7,NaN
2024-10-17T23:00,14.6,10.5,90,1.30,100,61,1008.0,14.1,NaN
2024-10-18T00:00,14.1,9.7,90,1.30,100,61,1007.6,13.5,NaN
2024-10-18T01:00,13.9,10.5,91,0.20,100,61,1007.9,13.2,NaN
2024-10-18T02:00,13.9,12.8,87,1.70,100,61,1007.8,12.6,NaN
2024-10-18T03:00,13.6,9.9,88,0.10,100,61,1008.3,12.6,NaN
2024-10-18T04:00,13.6,11.1,86,0.00,95,3,1007.7,12.3,NaN
2024-10-18T05:00,13.6,10.0,85,0.00,100,3,1008.7,12.5,NaN
2024-10-18T06:00,13.5,8.9,89,0.00,100,3,1009.3,12.7,NaN
2024-10-18T07:00,13.6,8.4,89,0.00,100,3,1009.3,12.9,NaN
2024-10-18T08:00,13.9,7.5,86,0.00,98,3,1009.4,13.3,NaN
2024-10-18T09:00,14.2,6.0,88,0.00,100,3,1009.2,14.0,NaN
2024-10-18T10:00,14.9,7.1,85,0.00,95,3,1008.8,14.6,NaN
2024-10-18T11:00,15.3,5.4,83,0.00,100,3,1009.0,15.3,NaN
2024-10-18T12:00,15.2,5.6,87,0.00,100,3,1009.2,15.3,NaN
2024-10-18T13:00,15.3,7.4,86,0.00,100,3,1009.1,15.2,NaN
2024-10-18T14:00,15.4,9.4,84,0.00,100,3,1009.3,14.9,NaN
2024-10-18T15:00,15.3,8.3,83,0.00,95,3,1009.2,14.8,NaN
2024-10-18T16:00,15.3,7.5,80,0.00,93,3,1008.6,14.8,NaN
2024-10-18T17:00,14.8,4.2,84,0.00,98,3,1009.0,14.8,NaN
2024-10-18T18:00,14.5,2.5,89,0.00,100,3,1010.1,15.0,NaN
2024-10-18T19:00,14.4,4.4,86,0.00,100,3,1010.4,14.4,NaN
2024-10-18T20:00,14.3,4.7,86,0.00,100,3,1010.3,14.3,NaN
2024-10-18T21:00,14.5,4.3,87,0.00,100,3,1010.3,14.6,NaN
2024-10-18T22:00,14.3,5.9,83,0.00,100,3,1009.5,13.9,NaN
2024-10-18T23:00,14.0,7.0,81,0.00,95,3,1009.5,13.2,NaN
2024-10-19T00:00,13.3,7.4,86,0.00,100,3,1010.1,12.5,NaN
2024-10-19T01:00,12.9,7.4,85,0.00,85,3,1009.8,12.0,NaN
2024-10-19T02:00,12.3,5.8,87,0.00,87,3,1009.7,11.6,NaN
2024-10-19T03:00,11.5,6.9,90,0.00,51,2,1009.2,10.5,NaN
2024-10-19T04:00,11.3,8.4,91,0.00,100,3,1009.2,10.0,NaN
2024-10-19T05:00,11.8,10.8,87,0.00,100,3,1008.8,10.1,NaN
2024-10-19T06:00,11.8,10.5,91,0.00,100,3,1008.7,10.4,NaN
2024-10-19T07:00,12.0,8.3,90,0.00,100,3,1008.9,11.0,NaN
2024-10-19T08:00,12.2,9.4,90,0.00,100,61,1009.7,11.1,NaN
2024-10-19T09:00,12.9,9.1,90,0.90,100,61,1010.3,11.9,NaN
2024-10-19T10:00,13.1,11.6,91,1.50,100,61,1010.5,11.9,NaN
2024-10-19T11:00,13.7,13.8,88,0.60,100,61,1010.4,12.3,NaN
2024-10-19T12:00,14.1,15.3,85,0.10,98,61,1010.1,12.4,NaN
2024-10-19T13:00,15.1,14.3,79,0.00,98,3,1010.0,13.5,NaN
2024-10-19T14:00,15.4,13.9,81,0.00,100,3,1010.0,14.1,NaN
2024-10-19T15:00,16.1,14.8,78,0.00,94,3,1009.7,14.7,NaN
2024-10-19T16:00,15.4,10.8,83,0.30,100,61,1009.8,14.6,NaN
2024-10-19T17:00,14.9,13.0,87,0.30,99,61,1010.0,13.9,NaN
2024-10-19T18:00,14.9,10.0,92,0.00,100,3,1011.2,14.6,NaN
2024-10-19T19:00,14.8,7.9,92,0.00,100,3,1011.3,14.7,NaN
2024-10-19T20:00,14.4,6.3,95,0.00,97,3,1011.7,14.6,NaN
2024-10-19T21:00,14.6,5.8,95,0.00,100,3,1011.8,14.9,NaN
2024-10-19T22:00,14.4,2.8,96,0.00,92,3,1011.7,15.2,NaN
2024-10-19T23:00,13.7,2.7,98,0.00,94,45,1012.2,14.4,NaN
2024-10-20T00:00,13.7,2.5,96,0.00,100,45,1012.2,14.3,NaN
2024-10-20T01:00,13.6,6.0,97,0.00,100,3,1012.6,13.7,NaN
2024-10-20T02:00,13.5,5.5,95,0.00,100,3,1012.9,13.6,NaN
2024-10-20T03:00,13.1,6.6,95,0.00,100,3,1012.8,12.9,NaN
2024-10-20T04:00,12.5,7.8,97,0.00,100,3,1012.9,12.0,NaN
2024-10-20T05:00,12.6,7.6,94,0.00,100,3,1013.0,12.0,NaN
2024-10-20T06:00,12.8,9.7,95,0.00,100,3,1013.8,12.0,NaN
2024-10-20T07:00,12.8,9.7,93,0.00,100,3,1012.9,11.9,NaN
2024-10-20T08:00,13.4,9.8,90,0.00,100,3,1013.3,12.6,NaN
2024-10-20T09:00,13.9,13.0,88,0.00,100,3,1012.8,12.6,NaN
2024-10-20T10:00,14.6,13.7,84,0.00,100,3,1013.4,13.2,NaN
2024-10-20T11:00,15.0,13.4,82,0.00,100,3,1012.8,13.7,NaN
2024-10-20T12:00,16.7,14.4,80,0.00,100,3,1013.1,15.6,NaN
2024-10-20T13:00,17.1,13.3,82,0.20,100,80,1012.3,16.5,NaN
2024-10-20T14:00,18.3,15.9,81,0.00,100,3,1013.0,17.6,NaN
2024-10-20T15:00,18.7,14.7,80,0.00,100,3,1013.0,18.3,NaN
2024-10-20T16:00,18.1,12.3,85,0.60,100,61,1013.2,18.2,NaN
2024-10-20T17:00,17.9,12.6,86,0.00,98,61,1012.7,18.0,NaN
2024-10-20T18:00,18.0,11.9,86,0.00,93,3,1013.0,18.1,NaN
2024-10-20T19:00,18.0,11.5,85,0.00,98,3,1013.6,18.1,NaN
2024-10-20T20:00,17.9,12.1,84,0.00,99,3,1014.5,17.9,NaN
2024-10-20T21:00,18.3,14.0,82,0.00,94,61,1014.8,18.0,NaN
2024-10-20T22:00,18.2,13.7,82,0.00,93,3,1015.3,17.9,NaN
2024-10-20T23:00,17.8,10.8,84,0.00,97,3,1015.2,17.9,NaN
2024-10-21T00:00,18.1,11.2,85,0.00,98,3,1015.3,18.3,NaN
2024-10-21T01:00,17.7,9.4,87,0.00,99,3,1015.4,18.2,NaN
2024-10-21T02:00,17.3,9.5,89,0.00,100,3,1015.4,17.8,NaN
2024-10-21T03:00,16.9,10.4,88,0.00,96,3,1015.7,17.0,NaN
2024-10-21T04:00,16.5,8.8,90,0.00,94,3,1016.3,16.9,NaN
2024-10-21T05:00,16.1,8.7,92,0.00,91,3,1016.1,16.4,NaN
2024-10-21T06:00,16.3,8.0,93,0.00,87,3,1016.1,16.8,NaN
2024-10-21T07:00,16.1,4.9,93,0.00,84,3,1016.2,17.1,NaN
2024-10-21T08:00,16.5,6.7,90,0.00,100,3,1016.6,17.1,NaN
2024-10-21T09:00,17.8,5.2,85,0.00,93,3,1017.2,18.8,NaN
2024-10-21T10:00,18.3,5.1,82,0.00,89,3,1016.9,19.3,NaN
2024-10-21T11:00,19.6,6.8,75,0.00,88,3,1016.5,20.3,NaN
2024-10-21T12:00,17.0,9.4,78,0.00,95,2,1016.2,16.7,NaN
2024-10-21T13:00,17.3,7.2,74,0.00,51,2,1015.2,17.0,NaN
2024-10-21T14:00,18.2,6.4,75,0.00,31,1,1014.4,18.5,NaN
2024-10-21T15:00,18.0,5.7,81,0.00,88,2,1014.3,18.8,NaN
2024-10-21T16:00,18.0,5.5,83,0.00,97,3,1014.2,18.9,NaN
2024-10-21T17:00,17.3,5.4,86,0.00,100,3,1014.1,18.2,NaN
2024-10-21T18:00,16.3,7.0,90,0.00,100,3,1014.2,16.8,NaN
2024-10-21T19:00,15.2,16.2,90,0.00,100,3,1015.1,14.0,NaN
2024-10-21T20:00,13.3,15.1,83,0.10,100,61,1016.4,11.3,NaN
2024-10-21T21:00,13.2,10.8,88,0.50,98,61,1017.3,12.0,NaN
2024-10-21T22:00,13.2,4.1,90,0.60,100,61,1017.5,13.1,NaN
2024-10-21T23:00,13.0,11.0,89,0.00,100,3,1018.9,11.7,NaN
2024-10-22T00:00,13.3,11.2,90,0.00,100,3,1020.4,12.2,NaN
2024-10-22T01:00,13.1,7.9,89,0.00,100,3,1020.9,12.3,NaN
2024-10-22T02:00,13.0,3.0,88,0.00,98,3,1021.2,12.9,NaN
2024-10-22T03:00,12.8,5.0,91,0.00,100,3,1022.0,12.5,NaN
2024-10-22T04:00,12.7,3.9,91,0.00,100,3,1022.4,12.6,NaN
2024-10-22T05:00,12.6,1.8,93,0.00,92,3,1022.5,12.8,NaN
2024-10-22T06:00,11.6,2.4,95,0.00,7,3,1023.2,11.5,NaN
2024-10-22T07:00,11.2,5.5,96,0.00,71,2,1023.7,10.6,NaN
2024-10-22T08:00,12.0,7.9,91,0.00,91,3,1024.7,11.1,NaN
2024-10-22T09:00,13.5,4.7,83,0.00,94,3,1025.5,13.1,NaN
2024-10-22T10:00,14.3,5.0,79,0.00,75,2,1025.4,13.8,NaN
2024-10-22T11:00,15.0,5.8,75,0.00,67,2,1025.4,14.3,NaN
2024-10-22T12:00,16.0,5.8,70,0.00,79,2,1025.4,15.3,NaN
2024-10-22T13:00,16.7,6.0,61,0.00,52,2,1025.2,15.6,NaN
2024-10-22T14:00,16.7,10.3,60,0.00,98,3,1025.4,14.9,NaN
2024-10-22T15:00,16.1,7.4,67,0.00,64,2,1025.9,15.1,NaN
2024-10-22T16:00,15.5,5.9,70,0.00,12,1,1025.1,14.7,NaN
2024-10-22T17:00,14.2,4.0,77,0.00,0,1,1025.5,13.7,NaN
2024-10-22T18:00,13.3,3.6,78,0.00,0,3,1026.8,12.6,NaN
2024-10-22T19:00,12.4,3.1,84,0.00,0,0,1027.2,11.9,NaN
2024-10-22T20:00,11.7,3.2,87,0.00,0,0,1027.7,11.2,NaN
2024-10-22T21:00,10.7,2.7,92,0.00,0,0,1028.0,10.2,NaN
2024-10-22T22:00,10.4,2.6,93,0.00,0,0,1027.6,9.8,NaN
2024-10-22T23:00,10.0,3.1,94,0.00,3,0,1028.3,9.3,NaN
2024-10-23T00:00,8.9,2.9,100,0.00,87,1,1028.9,8.2,NaN
2024-10-23T01:00,7.3,1.9,100,0.00,100,45,1028.6,6.4,NaN
2024-10-23T02:00,7.0,2.1,100,0.00,100,45,1028.3,6.0,NaN
2024-10-23T03:00,8.0,2.3,100,0.00,100,45,1027.9,7.1,NaN
2024-10-23T04:00,7.6,1.6,100,0.00,100,45,1028.0,6.8,NaN
2024-10-23T05:00,7.3,2.5,100,0.00,100,45,1028.0,6.3,NaN
2024-10-23T06:00,7.3,3.6,100,0.00,100,45,1028.1,6.0,NaN
2024-10-23T07:00,7.1,3.8,100,0.00,99,45,1028.5,5.8,NaN
2024-10-23T08:00,7.9,3.2,98,0.00,92,45,1028.6,6.8,NaN
2024-10-23T09:00,11.0,4.0,86,0.00,0,2,1028.6,10.1,NaN
2024-10-23T10:00,12.9,4.6,79,0.00,0,0,1028.0,12.1,NaN
2024-10-23T11:00,14.7,6.3,71,0.00,0,0,1027.4,13.7,NaN
2024-10-23T12:00,16.6,7.6,61,0.00,0,0,1027.0,15.3,NaN
2024-10-23T13:00,17.1,9.3,58,0.00,7,1,1025.6,15.4,NaN
2024-10-23T14:00,16.9,8.3,61,0.00,3,1,1025.1,15.5,NaN
2024-10-23T15:00,17.1,9.0,59,0.00,36,1,1024.8,15.5,NaN
2024-10-23T16:00,16.4,7.4,63,0.00,13,1,1023.8,15.1,NaN
2024-10-23T17:00,14.9,5.9,72,0.00,0,0,1023.3,14.1,NaN
2024-10-23T18:00,13.2,6.5,77,0.00,0,0,1023.8,12.0,NaN
2024-10-23T19:00,12.2,5.4,80,0.00,0,0,1023.7,11.1,NaN
2024-10-23T20:00,11.6,4.3,83,0.00,0,0,1023.6,10.6,NaN
2024-10-23T21:00,10.9,6.1,83,0.00,0,0,1022.9,9.5,NaN
2024-10-23T22:00,10.4,6.1,82,0.00,0,0,1022.1,8.8,NaN
2024-10-23T23:00,9.8,5.9,84,0.00,0,0,1021.6,8.2,NaN
2024-10-24T00:00,9.8,5.2,85,0.00,0,0,1021.3,8.4,NaN
2024-10-24T01:00,9.3,5.2,86,0.00,0,0,1020.6,7.8,NaN
2024-10-24T02:00,8.9,3.7,87,0.00,0,0,1020.1,7.5,NaN
2024-10-24T03:00,8.5,3.7,90,0.00,0,0,1019.3,7.2,NaN
2024-10-24T04:00,8.1,3.9,91,0.00,0,0,1019.0,6.7,NaN
2024-10-24T05:00,7.8,3.6,91,0.00,0,0,1018.4,6.3,NaN
